LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 2d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       2

lattice         sq ${density}
lattice         sq 0.99
Lattice spacing in x,y,z = 1.0050378 1.0050378 1.0050378
region          box block 0 20 0 20 -0.5 0.5
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 -0.50251891) to (20.100756 20.100756 0.50251891)
  1 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 400 atoms
  using lattice units in orthogonal box = (0 0 -0.50251891) to (20.100756 20.100756 0.50251891)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 31 31 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/2d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.055 | 3.055 | 3.055 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     17500   2.9662228      1.4900469      0              4.4488541      29.596279    
     18000   2.8900277      1.5122738      0              4.3950765      29.849754    
     18500   2.9518465      1.6143909      0              4.5588578      30.838395    
     19000   3.0665398      1.3312662      0              4.3901397      27.707989    
     19500   3.0859974      1.3850564      0              4.4633388      27.751669    
     20000   2.9992683      1.4714082      0              4.4631783      28.967934    
     20500   2.8805545      1.736882       0              4.6102352      33.082725    
     21000   3.4294282      1.4970363      0              4.917891       30.304566    
     21500   3.2642351      1.4436498      0              4.6997243      29.762358    
     22000   3.1396613      1.767463       0              4.8992751      32.694405    
     22500   2.9339592      1.4977174      0              4.4243416      29.779722    
     23000   2.8422637      1.5610435      0              4.3962015      30.418213    
     23500   2.9000928      1.5715851      0              4.4644277      30.376808    
     24000   3.0901013      1.5318827      0              4.6142587      29.83541     
     24500   2.9936072      1.6542331      0              4.6403563      31.627542    
     25000   3.0347376      1.7057402      0              4.7328909      32.072431    
     25500   2.9911705      1.7453882      0              4.7290808      32.214045    
     26000   2.9052631      1.8821685      0              4.7801684      34.280643    
     26500   3.2987807      1.5167743      0              4.807308       30.124708    
     27000   3.1307323      1.7391226      0              4.8620281      33.244518    
     27500   3.1382751      1.648689       0              4.7791185      32.178563    
     28000   3.1108807      1.6749605      0              4.7780641      31.563423    
     28500   3.0705839      1.4332879      0              4.4961953      29.026208    
     29000   3.1423578      1.356981       0              4.4914829      27.955464    
     29500   2.9522645      1.4023761      0              4.3472599      28.43472     
     30000   2.8655756      1.429302       0              4.2877137      28.604233    
     30500   2.9767333      1.477001       0              4.4462925      28.849284    
     31000   2.9324823      1.4644112      0              4.3895622      29.036952    
     31500   2.7699359      1.4778418      0              4.2408529      29.4365      
     32000   2.9944926      1.3343623      0              4.3213687      27.607939    
     32500   2.9568194      1.2725751      0              4.2220024      26.960969    
     33000   3.0405896      1.4533035      0              4.4862916      29.830133    
     33500   2.9527691      1.4982597      0              4.4436469      29.653496    
     34000   2.7632151      1.5865107      0              4.3428178      30.730373    
     34500   2.9634685      1.6316196      0              4.5876794      31.295949    
     35000   2.9439817      1.3123553      0              4.248977       26.665911    
     35500   2.8462327      1.6004222      0              4.4395393      30.693921    
     36000   2.8692689      1.3071905      0              4.1692862      27.05573     
     36500   3.1169662      1.3404174      0              4.4495912      27.508933    
     37000   3.0194885      1.5507413      0              4.5626811      30.30695     
     37500   2.9777371      1.6793675      0              4.6496603      32.27393     
     38000   3.1619118      1.7994106      0              4.9534176      34.103361    
     38500   2.9212588      1.3950378      0              4.3089935      27.85863     
     39000   2.913264       1.6362184      0              4.5421992      31.965061    
     39500   3.0385944      1.5177569      0              4.5487548      30.786424    
     40000   2.875167       1.587668       0              4.4556471      30.550812    
     40500   2.8696028      1.3286508      0              4.1910796      27.452548    
     41000   2.8275065      1.5740748      0              4.3945125      30.178295    
     41500   2.9463901      1.5140353      0              4.4530594      29.631434    
     42000   3.0161953      1.7412839      0              4.7499387      33.277095    
     42500   3.1300792      1.8685042      0              4.9907582      33.753797    
     43000   3.0034051      1.5430925      0              4.5389891      30.326152    
     43500   3.0082065      1.6854405      0              4.6861265      31.686552    
     44000   3.0652027      1.5613007      0              4.6188404      30.836272    
     44500   3.0768475      1.7306022      0              4.7997576      33.030477    
     45000   3.1780041      1.6594154      0              4.8294745      32.166077    
     45500   2.9659831      1.6211358      0              4.5797039      31.143926    
     46000   3.1205321      1.3868166      0              4.4995473      28.548342    
     46500   2.8423069      1.5234363      0              4.3586374      30.637012    
     47000   2.9949284      1.3749443      0              4.3623854      28.252217    
     47500   3.2781546      1.3301904      0              4.6001497      27.918035    
     48000   3.4385853      1.441747       0              4.8717358      29.163461    
     48500   3.1784228      1.6261897      0              4.7966665      31.71904     
     49000   3.1367274      1.480643       0              4.6095286      28.940899    
     49500   3.1307625      1.7927443      0              4.9156798      33.247253    
     50000   2.9241946      1.593548       0              4.5104321      31.237894    
Loop time of 2.05673 on 1 procs for 50000 steps with 400 atoms

Performance: 21004266.155 tau/day, 24310.493 timesteps/s, 9.724 Matom-step/s
99.5% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.69739    | 0.69739    | 0.69739    |   0.0 | 33.91
Neigh   | 0.9044     | 0.9044     | 0.9044     |   0.0 | 43.97
Comm    | 0.093104   | 0.093104   | 0.093104   |   0.0 |  4.53
Output  | 0.0050914  | 0.0050914  | 0.0050914  |   0.0 |  0.25
Modify  | 0.25903    | 0.25903    | 0.25903    |   0.0 | 12.59
Other   |            | 0.09771    |            |       |  4.75

Nlocal:            400 ave         400 max         400 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:            108 ave         108 max         108 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:           1034 ave        1034 max        1034 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 1034
Ave neighs/atom = 2.585
Neighbor list builds = 16855
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d0.99_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d0.99_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d0.99_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d0.99_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 1

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.083 | 3.083 | 3.083 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   2.9241946      1.593548       0              4.5104321      31.237894    
     50500   3.0235759      1.6801451      0              4.6961621      31.435526    
     51000   3.3311931      1.6367386      0              4.9596037      31.298234    
     51500   2.7236143      1.5244432      0              4.2412485      30.130908    
     52000   2.7998794      1.5307928      0              4.3236724      29.896795    
     52500   2.8126918      1.463322       0              4.268982       29.567836    
     53000   3.0291356      1.3604712      0              4.3820339      27.527831    
     53500   2.956878       1.4405461      0              4.3900318      28.742747    
     54000   2.8403629      1.3383281      0              4.1715901      27.736357    
     54500   2.8446555      1.5388413      0              4.3763852      30.884994    
     55000   3.2295193      1.3235048      0              4.5449503      27.835292    
     55500   3.373422       1.4116876      0              4.776676       28.621747    
     56000   2.8939035      1.3140748      0              4.2007436      27.639764    
     56500   2.6801178      1.4329144      0              4.1063319      28.890722    
     57000   2.7799462      1.4365849      0              4.2095812      29.197613    
     57500   2.8257629      1.4035355      0              4.222234       28.595857    
     58000   2.422632       1.6251018      0              4.0416772      30.275915    
     58500   2.8492232      1.3970295      0              4.2391297      29.041928    
     59000   2.7855166      1.4400953      0              4.2186481      29.149253    
     59500   2.906866       1.3195535      0              4.2191523      27.855395    
     60000   2.8525802      1.3607346      0              4.2061833      28.635348    
     60500   2.9296907      1.5128411      0              4.4352076      29.059136    
     61000   2.6844269      1.2471676      0              3.9248834      26.374106    
     61500   2.7293896      1.3007554      0              4.0233216      26.233256    
     62000   2.477629       1.4084689      0              3.8799039      27.963971    
     62500   2.4868688      1.16334        0              3.6439916      24.787715    
     63000   2.5479613      1.2101582      0              3.7517496      25.750442    
     63500   2.5429858      1.3792917      0              3.91592        28.694406    
     64000   2.5562729      1.4735086      0              4.0233908      28.768581    
     64500   2.8805836      1.4170118      0              4.290394       28.998758    
     65000   2.6122637      1.4477041      0              4.0534371      29.003911    
     65500   2.70224        1.2872114      0              3.9826959      26.971446    
     66000   2.6514639      1.2808074      0              3.9256426      26.6763      
     66500   2.5961427      1.2781071      0              3.8677595      26.859189    
     67000   2.4219628      1.4026456      0              3.8185534      28.412314    
     67500   2.5868551      1.1444647      0              3.7248527      24.989713    
     68000   2.3814705      0.97764096     0              3.3531578      22.141962    
     68500   2.335147       1.1258357      0              3.4551448      23.80881     
     69000   2.247084       1.2607977      0              3.502264       26.321651    
     69500   2.2347911      1.2734636      0              3.5026677      26.035264    
     70000   2.3273888      1.0962608      0              3.4178311      23.666126    
     70500   2.2389249      1.0824531      0              3.3157807      23.775443    
     71000   2.207476       0.9736395      0              3.1755968      21.857353    
     71500   2.2350368      1.0808975      0              3.3103466      23.388124    
     72000   2.286085       1.1506249      0              3.4309947      24.846442    
     72500   2.1511349      1.2250765      0              3.3708336      25.352108    
     73000   2.3945291      1.0495178      0              3.4380606      23.887965    
     73500   2.2537861      1.10381        0              3.3519617      24.117218    
     74000   2.2088943      0.99891388     0              3.2022859      22.814957    
     74500   2.2957623      1.0849765      0              3.3749994      23.27422     
     75000   2.3971732      1.0093086      0              3.4004889      22.791874    
     75500   2.5867596      0.90634766     0              3.4866404      21.165538    
     76000   2.2444709      1.1534497      0              3.3923094      24.576374    
     76500   2.2651069      1.0440944      0              3.3035385      22.840617    
     77000   2.3638142      1.0304923      0              3.388397       23.91564     
     77500   2.2154709      1.0975215      0              3.3074537      23.163694    
     78000   1.9852738      1.1906851      0              3.1709957      24.981846    
     78500   2.1030397      1.1030629      0              3.2008451      23.291323    
     79000   2.2546588      0.91440723     0              3.1634294      20.900736    
     79500   2.2419532      0.9838579      0              3.2202062      22.280199    
     80000   2.2684974      0.96417457     0              3.2270008      21.815705    
     80500   2.267083       0.98207956     0              3.2434949      22.233331    
     81000   2.1736134      1.0505726      0              3.2187519      23.148336    
     81500   2.3133011      1.0882625      0              3.3957803      23.530917    
     82000   1.980125       1.073395       0              3.0485697      22.783007    
     82500   1.89717        1.0752245      0              2.9676516      23.204924    
     83000   1.9474358      1.0567573      0              2.9993244      22.604855    
     83500   2.0437182      0.97615351     0              3.0147624      21.547676    
     84000   2.1024083      0.95020045     0              3.0473527      21.386915    
     84500   1.964304       0.98008119     0              2.9394744      21.838105    
     85000   1.84863        0.91484072     0              2.7588491      20.816172    
     85500   1.9786867      0.8975011      0              2.8712411      20.781275    
     86000   1.9317879      0.92988012     0              2.8568385      21.018058    
     86500   1.7827227      0.81380483     0              2.5920707      19.584688    
     87000   1.9920159      0.70440373     0              2.6914396      17.598917    
     87500   1.8631186      0.97264757     0              2.8311084      21.799015    
     88000   1.9189135      1.0755685      0              2.9896847      22.706977    
     88500   1.9903069      1.0925072      0              3.0778383      23.570269    
     89000   1.9685013      0.76400312     0              2.7275831      18.885472    
     89500   1.9494319      0.74733914     0              2.6918974      18.006279    
     90000   1.9170561      0.67094437     0              2.5832078      17.036086    
     90500   1.8495012      0.71577292     0              2.5606503      17.642692    
     91000   1.66869        0.76045804     0              2.4249763      18.326799    
     91500   1.7025806      0.71342862     0              2.4117527      17.795033    
     92000   1.8018143      0.74043754     0              2.5377473      17.982533    
     92500   1.7140834      0.85768317     0              2.5674814      20.005693    
     93000   1.8733639      0.773917       0              2.6425975      18.588767    
     93500   1.897037       0.87924697     0              2.7715413      19.640725    
     94000   1.7030713      0.80779006     0              2.5066037      18.284457    
     94500   1.7018263      0.77414021     0              2.471712       18.710187    
     95000   1.6692718      0.74785985     0              2.4129585      17.919565    
     95500   1.6425074      0.72967487     0              2.368076       17.283459    
     96000   1.6146867      0.6956267      0              2.3062767      17.19322     
     96500   1.5184622      0.77992275     0              2.2945888      18.055702    
     97000   1.5917294      0.62953935     0              2.2172894      16.09924     
     97500   1.6048478      0.72247844     0              2.3233141      17.710221    
     98000   1.6131645      0.75467442     0              2.363806       18.74102     
     98500   1.7557395      0.66952109     0              2.4208713      17.107641    
     99000   1.6756114      0.72470596     0              2.3961284      17.724257    
     99500   1.6376647      0.58162891     0              2.2151994      15.308668    
    100000   1.5414418      0.54578578     0              2.083374       14.964827    
    100500   1.469613       0.71812807     0              2.184067       17.341046    
    101000   1.4550404      0.77801724     0              2.22942        18.645652    
    101500   1.4174425      0.75584093     0              2.1697399      17.788163    
    102000   1.4533506      0.67975487     0              2.1294721      17.249384    
    102500   1.4557798      0.55916998     0              2.0113103      14.653694    
    103000   1.3948732      0.65858829     0              2.0499743      16.18222     
    103500   1.3371963      0.59197015     0              1.9258234      14.869082    
    104000   1.4548694      0.53362182     0              1.984854       14.559231    
    104500   1.4518988      0.59530867     0              2.0435778      15.334658    
    105000   1.553701       0.51969508     0              2.0695118      14.015483    
    105500   1.5006531      0.57650842     0              2.0734099      14.916136    
    106000   1.411538       0.5477432      0              1.9557524      13.876314    
    106500   1.3746124      0.5756274      0              1.9468033      14.772163    
    107000   1.3044019      0.59472252     0              1.8958634      14.957899    
    107500   1.4108272      0.52192955     0              1.9292297      13.816777    
    108000   1.3563326      0.48071607     0              1.8336579      13.108696    
    108500   1.3650834      0.55400007     0              1.9156707      14.382464    
    109000   1.3629201      0.50862215     0              1.868135       13.953199    
    109500   1.3135205      0.5373121      0              1.8475488      14.061537    
    110000   1.2958292      0.46555776     0              1.7581474      12.697767    
    110500   1.2501399      0.54706425     0              1.7940788      14.076246    
    111000   1.2367374      0.47586046     0              1.709506       12.954074    
    111500   1.2318052      0.45922177     0              1.6879474      12.798626    
    112000   1.1654556      0.45841467     0              1.6209566      12.860925    
    112500   1.1399336      0.49825337     0              1.6353371      13.480414    
    113000   1.1832823      0.41565965     0              1.5959837      12.206808    
    113500   1.1017154      0.47966858     0              1.5786296      12.370761    
    114000   1.1602619      0.3310966      0              1.4884579      10.101083    
    114500   1.1781936      0.37649214     0              1.5517403      10.902316    
    115000   1.0295208      0.419552       0              1.446499       11.886001    
    115500   1.1385153      0.35832964     0              1.4939987      10.688384    
    116000   1.0664779      0.41494289     0              1.4787546      11.690054    
    116500   1.0232835      0.40837786     0              1.4291031      11.389683    
    117000   0.97895308     0.36101674     0              1.3375224      10.470467    
    117500   1.058503       0.34494064     0              1.4007974      10.479253    
    118000   1.0809862      0.37057637     0              1.4488601      11.196869    
    118500   1.0035871      0.38182575     0              1.3829038      11.1906      
    119000   1.0240966      0.37833251     0              1.3998688      11.231489    
    119500   1.0000696      0.33778269     0              1.3353521      10.288835    
    120000   0.8947824      0.40151575     0              1.2940612      11.353592    
    120500   0.94087708     0.32328766     0              1.2618125      9.8414981    
    121000   0.88404722     0.31681955     0              1.1986566      9.6687203    
    121500   0.88994379     0.31822906     0              1.205948       9.6364017    
    122000   0.86522906     0.33721567     0              1.2002817      10.436428    
    122500   0.83783918     0.32600546     0              1.16175        9.5707416    
    123000   0.84697771     0.29535024     0              1.1402105      9.0770198    
    123500   0.79470088     0.28823651     0              1.0809506      8.8096512    
    124000   0.84380559     0.27417578     0              1.1158718      8.9298148    
    124500   0.87048674     0.32207453     0              1.1903851      9.7267265    
    125000   0.84672669     0.27817216     0              1.122782       9.1854295    
    125500   0.83595366     0.22464062     0              1.0585044      7.6679501    
    126000   0.75436684     0.27602073     0              1.0285016      8.7639854    
    126500   0.76368611     0.24472316     0              1.0065001      8.3029878    
    127000   0.78129449     0.19894965     0              0.97829089     7.0414782    
    127500   0.72789557     0.27377103     0              0.99984686     8.2274338    
    128000   0.69995569     0.20750555     0              0.90571135     7.5750693    
    128500   0.69647506     0.23206231     0              0.92679618     7.8268468    
    129000   0.67907366     0.24877608     0              0.92615206     7.9062056    
    129500   0.71926973     0.23354666     0              0.95101821     7.731781     
    130000   0.71377913     0.20641528     0              0.91840996     7.2614811    
    130500   0.64863978     0.2116974      0              0.85871557     7.3402583    
    131000   0.63689806     0.21666721     0              0.85197302     7.2298761    
    131500   0.66534908     0.18433557     0              0.84802128     6.7786151    
    132000   0.66516301     0.19722054     0              0.86072064     7.1700901    
    132500   0.68972105     0.2023357      0              0.89033245     7.3763043    
    133000   0.59889583     0.1717671      0              0.76916569     6.491478     
    133500   0.54931916     0.17713395     0              0.72507981     6.4808277    
    134000   0.56907958     0.15843307     0              0.72608995     6.1010389    
    134500   0.55479447     0.15169194     0              0.70509943     5.746755     
    135000   0.54667339     0.15361043     0              0.69891714     5.8694752    
    135500   0.54468664     0.15013946     0              0.69346438     5.9658725    
    136000   0.48076632     0.14968675     0              0.62925115     5.7018742    
    136500   0.45516163     0.15359137     0              0.6076151      5.7047751    
    137000   0.43843106     0.14150138     0              0.57883636     5.5634252    
    137500   0.45666767     0.11791874     0              0.57344474     4.6912297    
    138000   0.46665628     0.096577501    0              0.56206714     4.2644443    
    138500   0.43365379     0.11591034     0              0.54848        4.8073941    
    139000   0.44058337     0.11419314     0              0.55367505     4.8812647    
    139500   0.41169964     0.1294871      0              0.54015748     5.2437907    
    140000   0.39647862     0.11718279     0              0.51267021     4.8992461    
    140500   0.37057138     0.10849965     0              0.47814461     4.7724896    
    141000   0.35866366     0.1035479      0              0.4613149      4.3837482    
    141500   0.35627622     0.10564446     0              0.46102998     4.2764499    
    142000   0.35380329     0.088190046    0              0.44110883     4.1379262    
    142500   0.34521482     0.089252129    0              0.43360391     4.0078576    
    143000   0.32236555     0.066226978    0              0.38778662     3.3776681    
    143500   0.28108978     0.05942414     0              0.33981119     3.1436325    
    144000   0.26491584     0.056132738    0              0.32038629     2.9916236    
    144500   0.23461548     0.05468467     0              0.28871361     2.8980598    
    145000   0.23649071     0.043325324    0              0.27922481     2.5386485    
    145500   0.23052878     0.041888118    0              0.27184057     2.5543844    
    146000   0.21046537     0.047594652    0              0.25753386     2.7099233    
    146500   0.19269554     0.039607695    0              0.2318215      2.3101784    
    147000   0.18918406     0.034006827    0              0.22271792     2.1224621    
    147500   0.18383323     0.033216648    0              0.21659029     2.0570359    
    148000   0.15112598     0.034054992    0              0.18480315     2.1692172    
    148500   0.14102714     0.024039955    0              0.16471452     1.6554559    
    149000   0.12201162     0.026633103    0              0.14833969     1.7599356    
    149500   0.11821801     0.021817098    0              0.13973957     1.5799402    
    150000   0.10236136     0.017345947    0              0.1194514      1.3167826    
Loop time of 3.23084 on 1 procs for 100000 steps with 400 atoms

Performance: 26742308.077 tau/day, 30951.745 timesteps/s, 12.381 Matom-step/s
99.6% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 1.1998     | 1.1998     | 1.1998     |   0.0 | 37.14
Neigh   | 1.1943     | 1.1943     | 1.1943     |   0.0 | 36.97
Comm    | 0.14373    | 0.14373    | 0.14373    |   0.0 |  4.45
Output  | 0.0075948  | 0.0075948  | 0.0075948  |   0.0 |  0.24
Modify  | 0.51543    | 0.51543    | 0.51543    |   0.0 | 15.95
Other   |            | 0.17       |            |       |  5.26

Nlocal:            400 ave         400 max         400 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:            115 ave         115 max         115 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:           1162 ave        1162 max        1162 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 1162
Ave neighs/atom = 2.905
Neighbor list builds = 24007
Dangerous builds = 0
Total wall time: 0:00:05
